"anonym_id","brt_1","brt_2","brt_3","brt_4","pps_1","pps_2","pps_3","pps_4","pps_5","pps_6","ppa_7","ppa_8","ppa_9","ppa_10","ppa_11","ppa_12","ppr_13","ppr_14","ppr_15","ppr_16","ppr_17","ppr_18","jis_1","jis_2","jis_3","jis_4","wlb_1","wlb_2","wlb_3","wlb_4","wld_1","wld_2","wld_3","wld_4","soc_1","soc_2","soc_3","soc_4","soc_5","soc_6","opp_1","opp_2","opp_3","qrp_1","qrp_2","qrp_3","qrp_4","qrp_5","qrp_6","qrp_7","qrp_8","inf_1","inf_2","inf_3","inf_4","inf_5","inf_6","mng_1","mng_2","rla_1","rla_2","rla_3","rla_4","rla_5","rla_6","rlc_7","rlc_8","rlc_9","rlc_10","rlc_11","rlc_12","pay_1","pay_2","tol_1","tol_2","gen_1","gen_2"
115,3,2,3,2,3,4,5,3,4,3,1,3,3,3,3,2,5,5,5,4,3,4,5,5,5,5,4,5,5,5,4,3,3,4,5,3,2,3,4,3,5,5,5,3,1,1,2,3,1,1,1,5,4,5,5,5,5,5,4,4,5,4,2,4,3,6,3,4,4,5,6,2,4,3,6,7,5
116,3,4,4,2,4,3,4,3,4,4,4,5,5,5,4,5,3,3,4,4,3,3,3,2,2,3,2,3,2,2,4,4,4,4,3,2,3,3,5,3,4,4,5,2,1,3,2,4,1,2,3,4,4,3,4,4,4,3,3,3,6,2,6,2,6,7,1,4,3,6,4,6,6,6,6,3,3
117,2,2,2,3,1,5,3,2,1,4,4,5,5,2,1,5,5,5,5,5,5,4,5,5,5,5,1,2,1,2,2,3,4,4,5,5,5,3,2,2,5,5,5,1,1,1,1,1,1,1,1,3,5,5,5,5,5,5,5,6,1,4,1,7,1,2,2,1,7,4,6,2,2,1,1,7,7
118,3,1,1,3,1,3,4,1,2,5,1,4,4,3,4,4,2,4,4,5,5,2,5,4,2,4,5,4,4,5,5,2,5,4,3,3,2,3,3,2,5,3,3,1,1,3,2,5,1,1,2,3,3,2,3,2,3,4,3,5,7,3,5,3,3,5,3,3,5,5,3,5,5,1,3,2,2
119,2,2,2,2,4,4,3,4,3,2,4,4,4,4,5,4,4,4,2,2,4,3,3,4,2,3,3,4,3,4,5,3,3,3,4,3,3,3,4,4,2,4,3,3,1,4,4,4,3,3,3,4,2,2,2,2,2,2,2,4,5,6,2,3,2,6,5,5,3,3,4,3,4,5,5,4,4
120,2,2,2,3,2,3,2,2,2,4,3,4,2,2,2,2,4,5,5,2,4,3,1,1,1,1,1,1,4,1,2,3,3,2,5,2,2,4,5,4,5,5,5,1,3,2,2,5,1,5,2,4,3,1,4,3,4,4,3,6,4,6,2,6,3,5,7,2,7,4,6,4,3,7,7,4,4
121,3,2,2,2,2,2,4,2,2,2,4,4,4,5,3,4,4,5,5,4,5,4,3,3,2,2,1,2,1,1,4,4,3,3,5,5,4,5,4,3,4,4,4,1,1,1,1,3,1,1,3,4,4,4,4,5,5,3,4,6,4,3,2,6,3,6,3,2,6,6,6,6,6,6,6,6,4
122,2,2,1,3,2,2,2,2,2,4,2,3,4,3,3,4,4,4,3,4,5,4,4,3,2,4,3,4,4,2,2,4,2,3,3,3,2,4,4,2,3,4,3,1,2,2,2,4,2,3,2,3,3,3,3,4,4,3,3,6,2,6,2,6,4,5,5,2,6,2,6,4,5,5,5,4,4
123,3,2,2,3,2,2,2,2,2,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,1,4,2,2,3,3,2,2,5,5,4,5,5,4,5,5,5,1,1,1,2,3,1,2,2,4,4,3,3,4,4,4,4,6,3,6,2,6,2,3,2,1,7,1,7,6,6,6,6,6,6
124,3,1,2,2,4,4,4,2,2,4,3,4,4,3,3,2,3,3,4,3,2,4,5,5,3,4,2,2,3,2,4,3,3,2,3,4,3,4,4,3,4,4,4,3,1,3,2,3,2,3,2,5,5,4,4,3,4,4,5,6,5,6,3,4,3,6,5,2,6,3,6,6,6,4,4,3,3
125,4,3,1,3,2,4,3,4,2,4,4,4,4,4,4,4,4,4,5,3,4,4,5,5,5,5,4,4,4,4,3,4,3,2,3,4,2,4,4,4,4,4,4,2,2,2,4,4,2,1,3,4,5,3,4,4,4,4,4,7,2,5,2,7,4,2,2,1,7,2,7,6,6,2,4,4,4
126,3,2,2,4,1,1,4,1,1,1,1,4,5,2,2,2,2,4,5,5,5,4,2,3,2,2,3,2,4,2,3,3,3,4,4,4,3,4,4,4,3,4,3,1,1,1,1,1,2,2,1,5,5,5,5,4,5,5,5,6,4,5,2,2,3,6,5,4,3,4,4,5,5,1,2,3,2
127,4,3,3,3,2,5,4,2,5,4,2,4,4,4,2,5,3,4,2,3,4,4,3,3,2,4,5,4,5,5,5,4,3,3,5,4,5,3,4,4,4,5,4,5,3,1,2,2,1,3,1,3,3,1,1,2,3,4,4,2,4,5,4,1,6,6,6,5,3,2,7,3,4,4,7,6,6
128,2,2,2,2,1,3,4,2,3,2,2,4,3,4,3,4,5,5,4,5,4,5,4,4,3,5,2,4,2,2,3,3,2,2,3,4,3,4,4,3,4,4,4,1,1,2,5,3,2,2,4,4,5,4,5,4,5,4,4,5,5,4,4,3,5,4,5,6,6,3,7,5,5,5,7,6,5
129,2,2,1,2,2,3,4,2,2,3,3,4,3,4,2,3,4,5,4,4,5,4,5,5,5,5,1,2,2,2,4,2,2,3,5,5,5,4,4,4,3,4,3,2,1,2,3,4,2,2,2,4,4,2,4,4,4,5,5,6,5,2,2,6,2,6,2,2,6,6,5,6,6,5,5,5,5
130,2,2,2,2,2,2,4,2,3,2,2,2,3,3,4,3,4,4,4,4,4,4,5,4,5,5,2,2,2,2,3,2,3,2,3,3,3,4,4,4,3,4,3,1,1,1,1,1,1,1,1,4,4,3,4,3,4,5,5,6,5,5,3,6,3,5,2,2,6,3,6,3,3,6,6,6,6
131,3,2,2,3,2,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,2,3,5,5,5,5,4,4,2,4,3,3,2,2,3,4,1,4,3,1,4,4,4,1,1,2,4,4,1,2,1,4,5,4,4,4,5,4,3,6,2,6,2,6,4,3,6,2,6,2,6,5,5,6,6,5,4
132,3,3,3,4,4,5,5,5,4,4,4,4,3,4,3,3,3,3,4,2,2,3,4,4,3,4,4,4,4,4,4,5,5,4,1,1,1,2,2,2,2,3,2,3,2,2,2,4,2,3,3,3,4,2,3,2,3,3,3,4,5,3,5,3,5,6,2,4,5,5,4,5,2,2,2,2,1
133,5,5,3,3,4,5,5,5,4,4,5,5,5,5,2,5,3,3,4,1,4,4,3,3,2,2,3,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,1,4,3,2,3,2,4,2,2,2,5,3,5,3,4,6,3,3,6,4,6,1,1,5,5,1,1
135,3,2,2,3,2,3,3,2,2,2,2,4,4,4,2,4,4,5,4,3,4,4,3,3,3,3,1,2,2,2,4,3,4,2,4,5,4,4,4,4,5,4,4,5,2,2,3,3,1,1,2,4,4,4,4,3,4,3,3,5,2,6,4,4,3,3,5,3,5,3,6,5,5,4,4,5,4
136,1,2,2,2,1,1,2,1,2,1,2,3,3,1,3,1,4,4,5,5,5,5,5,5,4,5,2,2,2,2,2,2,2,2,4,3,2,3,3,3,5,4,4,1,1,1,2,2,1,1,1,3,4,3,4,4,5,4,4,5,5,3,2,6,3,6,3,2,6,3,4,7,7,5,6,6,7
137,3,2,3,2,2,4,3,2,2,3,4,4,4,4,3,4,3,2,5,3,4,4,4,4,3,4,2,2,2,2,5,3,3,3,4,4,2,4,4,3,3,4,3,2,2,4,2,5,1,2,4,4,3,3,3,4,4,4,4,5,6,2,3,3,3,6,2,3,5,5,3,5,5,3,3,5,5
138,4,2,3,4,2,5,5,4,1,4,5,3,5,3,3,3,4,5,5,5,4,4,3,3,3,3,5,5,5,5,5,4,5,1,3,3,2,3,3,3,5,5,5,1,1,1,5,3,1,3,1,5,4,4,4,4,3,5,5,5,6,2,5,2,4,4,4,4,4,3,4,2,2,2,2,5,5
139,2,3,2,4,1,1,4,1,4,2,1,1,1,2,1,5,5,5,4,5,5,5,1,1,1,1,1,1,1,1,2,3,4,2,5,5,5,5,5,5,3,5,4,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,7,1,2,2,6,2,1,1,1,2,2,7,1,1,1,5,3,3
140,3,3,2,3,1,2,3,2,3,3,4,3,3,3,2,3,3,4,5,4,3,4,4,4,3,4,3,4,2,3,3,2,3,3,3,3,3,3,3,3,4,4,3,4,3,3,4,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,1,4,5
141,4,4,2,2,3,2,4,4,2,5,5,5,5,5,3,5,3,4,4,4,3,3,4,4,3,4,3,3,4,4,4,4,3,4,1,1,2,4,4,4,3,4,3,1,1,1,3,2,1,3,2,2,2,3,2,3,3,2,1,2,7,2,6,1,4,6,4,5,4,2,3,1,1,2,6,4,4
142,2,2,2,2,2,2,2,2,2,5,3,3,3,4,2,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,2,2,2,2,5,5,3,5,5,3,5,5,5,1,1,5,3,4,1,3,3,2,5,4,2,3,4,5,5,5,3,2,2,5,2,3,2,2,6,2,6,3,3,4,4,5,5
143,3,3,2,2,2,4,5,2,3,2,2,2,3,3,2,5,3,4,3,3,4,3,4,4,4,4,2,2,3,3,4,4,4,4,4,4,2,4,4,3,4,4,4,1,1,2,2,2,1,2,2,4,3,3,4,4,4,4,4,5,4,2,6,3,5,6,3,4,4,5,6,7,7,3,4,5,5
144,2,2,1,2,1,1,1,1,2,2,1,3,4,4,2,5,5,5,5,5,5,5,3,3,2,3,2,2,2,2,2,1,2,2,5,5,3,4,5,3,4,4,4,1,1,1,1,4,1,1,1,4,4,4,4,5,5,3,3,7,1,7,2,6,2,1,6,1,7,1,7,5,5,6,6,6,6
145,4,4,2,2,1,2,4,2,1,4,2,5,3,3,2,4,1,2,5,5,5,4,5,5,5,5,4,4,4,4,5,4,3,3,2,1,1,2,2,2,5,5,5,1,1,1,1,1,1,1,1,5,5,4,5,4,5,4,4,6,1,5,2,7,2,5,1,1,7,5,7,6,6,6,5,6,6
146,2,1,3,2,2,4,4,2,2,2,2,3,4,3,2,5,4,4,4,4,4,2,5,5,4,5,2,3,2,2,4,4,4,3,5,4,2,4,3,2,4,5,4,2,2,2,3,2,1,1,2,4,4,4,4,4,5,4,4,5,2,2,2,6,2,6,2,2,6,5,6,6,6,6,5,7,6
147,2,2,1,2,1,1,2,2,4,2,2,5,4,2,3,1,4,4,5,4,4,4,5,5,5,5,2,2,2,2,3,3,3,3,2,1,1,2,2,2,3,4,3,3,1,1,2,3,1,1,2,4,5,4,5,5,5,4,4,6,4,4,2,6,4,4,4,5,4,6,6,3,3,2,2,6,6
148,4,4,2,3,4,5,5,5,4,2,5,5,5,5,2,5,2,4,2,1,2,1,3,3,2,4,4,4,4,4,4,5,5,4,2,3,4,3,4,2,4,5,4,1,1,2,2,2,1,3,2,3,2,2,3,3,4,3,2,2,3,2,3,3,2,7,1,5,3,7,3,4,3,2,4,2,2
149,2,2,1,2,2,4,1,3,2,4,3,4,4,4,2,3,5,4,5,3,4,4,4,4,2,4,1,2,2,2,3,2,2,2,1,1,1,3,3,2,4,4,3,2,1,3,3,2,2,4,4,4,5,4,5,5,4,4,3,1,2,7,6,3,6,5,5,5,3,4,7,5,6,2,4,5,5
150,3,3,2,3,1,1,1,1,2,1,3,5,5,4,4,5,4,5,5,5,4,5,5,5,5,5,2,2,2,2,3,2,3,2,5,5,3,5,5,4,4,4,4,1,1,1,1,2,1,1,1,4,5,4,5,5,4,3,4,6,5,6,4,2,2,7,3,3,6,4,4,5,5,6,6,5,5
151,3,3,3,4,4,4,4,4,3,4,1,5,4,2,4,3,1,3,4,3,3,2,3,3,3,3,5,5,5,5,5,5,5,5,2,2,1,4,4,4,4,3,3,1,1,1,2,4,1,1,2,4,1,1,3,3,3,4,4,2,6,6,6,2,6,6,2,5,3,6,2,5,5,5,3,5,5
152,4,4,3,4,4,4,3,4,2,4,4,3,3,2,3,4,4,4,5,4,4,4,1,1,1,2,5,5,5,5,3,3,4,3,2,2,2,3,4,3,5,5,4,5,2,2,4,4,3,2,1,4,3,3,4,3,4,3,3,5,5,6,2,6,4,2,6,2,6,2,6,2,1,3,4,3,3
153,3,3,2,2,2,2,2,1,2,2,4,4,4,4,2,3,4,4,5,5,4,4,5,5,5,5,2,4,3,2,3,4,4,4,5,5,4,5,5,3,4,5,4,1,1,1,2,2,1,1,1,4,4,4,4,4,4,4,4,6,5,3,2,6,2,6,2,2,7,4,6,7,7,6,6,5,5
154,5,4,3,3,3,5,5,3,5,5,5,5,5,5,4,5,3,4,3,2,3,5,3,3,2,3,5,5,5,5,5,4,4,4,2,2,2,5,5,5,4,5,4,2,2,2,4,4,1,1,1,2,1,2,3,3,4,3,3,1,6,2,2,4,4,7,4,3,5,5,1,1,1,1,2,4,3
155,4,3,3,4,3,3,4,3,3,4,3,3,4,4,3,4,3,4,5,4,4,3,4,4,4,5,4,5,4,4,4,4,3,3,4,2,2,3,4,3,3,4,3,2,1,1,4,4,2,2,3,3,4,3,4,4,5,3,3,6,5,2,2,6,2,6,3,2,7,3,6,6,6,5,5,4,4
156,4,3,1,4,5,4,5,5,3,5,3,3,3,3,3,3,5,5,2,4,2,2,3,2,1,3,4,4,4,4,5,4,4,4,5,5,3,4,4,3,5,3,4,1,1,3,2,2,1,2,1,3,2,2,3,3,4,3,3,5,5,3,2,5,3,7,4,2,6,4,7,2,1,6,4,5,5
157,3,3,2,4,4,5,5,4,4,4,5,5,5,5,3,5,4,3,5,4,1,3,5,5,2,4,1,2,2,2,4,1,5,5,4,3,2,4,4,2,4,4,4,1,1,1,1,4,1,1,1,4,3,2,4,2,4,4,4,3,7,1,5,3,5,6,1,5,4,6,4,6,6,2,2,6,6
158,4,3,2,3,1,4,5,3,4,3,1,4,4,5,3,4,3,4,5,3,3,3,5,5,5,5,4,4,4,4,5,3,5,4,5,5,3,4,5,3,4,4,4,1,1,2,1,2,1,1,1,4,4,3,4,4,4,4,4,6,4,4,3,5,4,5,3,2,7,5,7,7,7,5,6,6,5
159,4,3,2,4,4,4,2,2,2,4,3,4,4,4,2,4,3,4,3,3,3,3,4,3,1,3,3,4,3,3,3,4,3,1,2,3,2,3,4,3,5,5,5,1,1,3,2,4,3,2,2,4,4,3,4,4,4,4,3,2,4,3,6,2,4,5,4,5,3,5,5,2,2,2,4,3,3
160,5,4,2,4,5,4,3,4,4,5,4,2,3,5,2,5,4,5,2,4,1,3,1,1,1,1,5,5,4,5,3,3,4,3,2,3,3,4,4,3,4,4,4,2,1,2,2,4,1,1,3,2,1,2,4,4,4,4,4,6,6,6,2,6,3,3,4,2,6,6,1,2,2,2,5,4,4
161,2,3,2,2,1,4,1,2,4,2,2,5,4,4,2,4,5,5,4,5,5,4,2,2,1,2,1,1,1,1,2,4,2,2,5,5,4,5,5,3,4,4,4,2,2,4,4,5,2,2,4,4,5,3,4,5,5,4,4,7,3,5,3,5,3,5,5,1,7,3,6,6,6,5,7,7,6
162,3,3,1,3,2,1,4,1,2,1,4,2,5,5,1,5,4,4,4,4,5,2,5,2,1,2,1,1,4,1,2,4,2,3,5,5,4,5,5,4,5,5,4,1,1,4,2,5,1,3,2,5,4,5,5,5,5,3,3,6,5,3,2,6,2,6,3,1,7,3,7,4,4,3,6,3,3
163,3,3,2,3,3,4,4,2,4,4,3,4,3,3,4,3,4,4,4,3,4,4,4,3,3,4,4,4,4,4,4,3,3,4,2,2,2,2,3,3,4,4,4,3,1,2,4,3,2,2,1,4,4,2,4,3,4,4,3,5,6,4,4,3,5,6,3,4,4,6,4,4,5,6,5,6,6
164,4,3,2,1,4,5,3,2,3,3,2,3,2,3,2,1,2,3,2,4,1,4,4,3,2,4,2,4,3,3,3,2,3,3,3,3,3,4,3,3,4,4,3,3,4,3,3,3,2,2,3,4,3,4,4,4,2,3,4,5,5,3,4,2,3,6,6,4,5,4,6,2,2,1,1,3,2
165,3,3,1,4,4,4,4,4,4,4,2,4,4,5,4,5,5,4,2,2,3,2,3,1,1,2,4,4,4,4,5,5,5,5,3,3,2,4,4,2,5,4,3,1,1,2,3,4,2,3,4,3,2,4,4,2,5,4,3,2,5,7,7,1,7,5,2,7,1,6,6,7,7,3,5,3,2
166,2,3,1,2,2,1,2,2,2,1,2,3,3,4,3,4,5,5,4,3,4,4,4,4,4,4,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,2,1,3,4,3,2,3,3,4,4,3,4,5,4,3,3,5,3,5,3,5,3,5,4,3,5,4,4,5,5,5,6,3,3
167,2,2,2,3,4,4,5,2,3,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,2,3,3,4,4,5,4,4,4,4,4,4,4,1,1,1,1,4,1,1,4,4,4,3,3,3,4,4,4,5,5,5,3,3,3,5,5,3,5,3,5,3,3,2,5,6,5
168,3,2,1,2,4,2,3,2,2,1,4,4,5,4,2,5,5,5,4,5,5,5,5,5,5,5,1,1,1,1,2,3,2,2,3,2,1,4,3,3,5,5,4,1,1,2,1,4,1,1,1,5,4,3,5,5,5,4,5,6,1,2,2,6,2,6,6,2,7,2,7,5,5,5,6,6,5
169,3,3,3,2,3,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,3,4,5,5,5,5,3,4,3,3,2,2,2,2,4,4,2,3,3,2,4,4,4,2,1,1,2,1,1,1,1,4,4,3,4,4,4,4,4,5,5,6,2,2,3,5,6,2,6,2,6,6,6,2,2,5,4
170,3,3,2,2,1,1,4,4,2,4,4,5,5,5,2,5,4,5,1,1,4,1,4,3,2,4,2,4,2,2,5,4,4,1,4,5,4,5,5,3,1,3,3,2,3,2,4,2,1,2,2,1,1,3,2,3,4,3,3,6,2,6,3,2,3,2,2,2,5,3,7,3,3,5,6,4,2
171,3,3,3,3,4,5,4,3,3,4,4,4,3,4,2,4,3,3,4,4,3,4,4,4,2,4,3,4,4,4,5,4,4,3,3,3,3,3,3,2,5,3,4,3,2,2,4,4,1,2,4,4,4,3,4,4,4,4,3,6,5,5,3,5,2,7,2,2,2,6,5,6,6,6,3,3,4
172,1,1,1,1,1,2,2,1,1,1,2,3,3,2,4,3,5,5,5,4,3,5,5,5,5,5,1,1,1,1,2,2,2,2,5,5,3,5,5,3,4,5,4,1,1,1,1,3,1,1,1,5,4,5,5,4,5,5,5,7,1,7,1,7,2,2,6,1,7,2,7,6,6,6,6,7,7
173,3,1,1,1,1,1,2,2,1,2,3,4,4,2,2,4,5,5,5,5,5,5,5,5,5,5,3,2,3,3,3,2,2,2,5,2,2,3,5,3,5,5,5,1,1,1,1,1,1,1,1,5,5,4,4,4,5,5,5,7,4,5,1,7,1,7,2,1,7,5,7,6,6,2,3,6,5
174,2,2,1,3,3,4,5,5,4,4,5,5,5,5,1,5,5,5,3,2,1,4,1,1,2,2,4,5,5,5,4,4,5,5,4,3,3,3,3,3,5,5,4,1,1,1,1,1,1,1,1,4,4,2,3,2,2,4,4,2,6,2,6,2,6,7,1,4,4,4,6,4,4,3,4,4,3
175,3,2,2,2,1,2,1,1,1,3,3,5,4,5,2,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,3,2,2,2,5,5,2,5,4,2,5,5,5,1,1,1,2,3,1,2,2,5,5,4,5,5,5,4,4,6,6,6,2,6,2,5,3,2,6,7,7,6,6,4,6,6,6
176,2,1,2,2,3,1,5,3,4,1,4,4,5,4,3,5,3,4,4,3,5,2,3,3,3,4,2,1,2,2,2,4,4,3,3,3,2,4,4,3,4,4,4,1,1,1,4,3,1,1,1,3,4,3,3,3,4,4,4,3,2,3,2,3,4,6,3,2,6,6,5,5,5,4,4,5,5
177,3,2,1,3,4,4,2,2,2,4,4,4,4,4,4,5,4,5,5,4,4,4,4,2,2,3,1,1,2,2,4,4,4,2,5,5,5,5,5,5,4,4,4,1,1,1,1,2,1,1,1,5,5,4,5,3,4,4,3,5,2,3,5,3,6,3,2,5,2,3,5,3,5,3,5,3,2
178,3,3,4,4,3,4,2,2,4,4,4,4,3,4,3,4,3,4,4,4,4,2,5,4,2,5,5,4,5,5,2,2,2,3,4,3,3,3,4,4,4,4,4,5,2,4,4,2,4,4,4,5,5,4,5,5,5,5,5,6,5,2,5,2,3,7,3,1,6,5,7,5,5,3,3,5,5
179,2,2,2,2,2,2,2,2,2,2,2,3,4,3,2,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,4,3,3,4,4,2,3,4,3,1,1,1,1,2,2,1,1,4,4,3,4,4,4,4,4,6,2,6,2,6,2,2,6,1,7,2,7,6,6,4,4,4,4
180,1,1,2,2,2,5,5,2,4,1,1,1,1,5,1,5,5,5,5,5,5,4,3,3,2,2,5,5,4,5,5,5,5,5,5,5,2,5,5,5,4,5,5,1,1,1,1,1,1,1,1,4,4,3,5,5,5,4,4,6,2,7,5,3,5,7,2,6,2,5,7,1,2,1,7,5,5
181,4,2,3,3,2,4,4,3,2,2,3,5,5,5,4,5,4,4,4,3,3,3,4,4,2,4,2,4,4,4,4,4,4,3,5,5,4,4,5,5,4,4,5,1,1,1,1,1,1,1,2,4,3,3,4,4,4,4,4,3,2,3,5,3,5,4,4,3,5,4,5,5,5,5,5,6,6
182,4,3,3,4,2,2,4,3,2,4,5,5,4,5,3,5,3,5,5,4,5,4,5,4,2,5,2,2,2,2,4,3,4,4,5,5,3,5,5,4,4,5,5,1,1,1,2,2,1,2,1,5,5,4,5,3,5,3,3,1,2,3,2,3,5,7,2,1,7,4,7,7,7,1,5,5,5
183,3,1,2,2,2,5,5,1,1,3,3,4,4,5,2,5,4,4,5,4,5,4,5,5,5,5,3,4,3,3,4,4,4,5,3,3,2,4,4,4,5,5,5,1,1,1,3,3,1,1,1,5,5,3,5,3,5,5,5,1,7,4,7,1,5,6,4,6,3,4,6,7,7,2,2,5,5
184,2,1,2,1,2,1,4,1,2,2,1,4,3,5,3,5,4,5,4,5,5,5,3,3,2,3,2,2,2,2,3,1,2,2,5,5,4,5,5,4,5,5,5,1,1,3,3,2,1,2,3,5,5,4,5,5,5,5,5,5,3,6,2,6,1,2,6,2,6,2,7,2,2,2,4,5,5
185,4,3,2,3,1,2,5,3,2,4,2,5,5,3,2,4,5,5,5,5,3,5,5,5,5,5,2,2,2,2,3,3,3,3,5,5,4,4,5,3,4,4,4,1,1,1,2,2,1,2,3,5,5,4,5,4,5,4,4,3,6,3,2,3,4,7,2,3,3,6,6,3,4,6,5,6,5
186,2,2,2,3,3,2,2,2,1,2,1,1,2,2,2,2,4,5,5,4,4,5,5,5,5,5,1,2,1,2,2,2,3,2,5,5,5,5,5,4,5,5,5,1,1,2,1,1,1,2,2,5,4,3,4,4,5,4,4,5,2,2,3,6,3,5,2,1,7,4,7,6,6,6,6,6,4
187,2,2,1,1,2,2,2,2,2,3,2,5,5,5,5,4,5,5,5,4,4,5,5,4,3,5,2,1,1,1,4,4,4,4,4,4,2,5,5,5,5,5,5,2,1,3,3,3,1,3,1,5,3,3,5,5,5,5,5,6,5,3,2,5,2,5,3,1,7,5,4,4,4,5,6,6,6
189,3,2,2,2,2,2,4,2,2,2,2,4,3,2,2,2,3,4,4,4,5,5,5,5,5,5,4,4,4,4,3,3,2,2,5,5,5,3,3,2,5,5,5,1,1,1,1,2,1,1,1,5,4,3,4,4,5,4,4,7,5,3,1,7,2,7,2,1,7,3,7,3,3,6,6,6,5
190,3,2,3,3,2,3,2,3,3,2,2,3,3,3,3,5,4,4,4,4,1,3,5,5,4,5,1,1,1,5,2,3,2,2,2,2,2,4,4,4,4,4,4,4,1,1,1,4,1,1,4,4,2,4,4,4,4,3,3,6,4,4,2,6,2,2,4,2,6,6,6,5,6,5,3,3,3
191,3,2,1,3,1,5,4,1,4,4,1,3,1,1,2,1,5,5,5,5,5,5,5,5,2,5,3,4,4,4,5,4,4,4,5,4,4,4,4,4,5,5,5,5,2,2,2,3,2,2,2,5,5,3,4,5,5,5,5,5,6,2,6,2,6,6,2,5,5,6,7,6,6,7,7,7,7
192,4,3,1,2,2,2,2,2,2,2,3,4,4,5,4,4,3,3,4,4,4,4,4,2,4,4,2,2,2,2,3,3,3,2,4,4,2,3,3,1,4,5,4,1,1,1,1,2,1,1,1,3,3,3,3,4,3,4,5,4,2,6,4,4,4,2,6,2,6,6,6,4,4,5,4,6,6
193,2,2,2,3,1,4,1,3,1,1,3,4,4,3,4,5,5,5,5,5,5,3,5,5,5,5,1,1,1,1,3,1,2,1,4,4,4,4,4,4,5,5,5,5,1,2,1,2,3,2,2,4,4,4,4,5,4,4,3,6,6,3,4,4,5,7,1,1,7,5,5,3,3,4,7,5,5
194,4,4,3,4,4,5,5,3,3,4,3,4,3,4,3,4,4,5,5,5,5,4,5,5,5,5,4,4,5,5,5,4,5,4,2,2,3,4,4,4,5,5,5,1,1,1,2,4,1,2,2,5,5,2,4,3,5,3,4,3,6,4,3,4,4,7,3,5,3,4,4,5,5,3,3,6,6
195,3,2,2,1,1,3,5,2,3,2,3,4,3,3,3,4,5,5,5,5,5,5,5,5,5,5,3,5,4,4,4,5,5,4,5,3,3,3,4,5,3,5,4,2,1,2,2,4,1,1,1,5,5,3,5,4,5,5,5,7,6,2,1,7,2,7,2,1,7,1,7,6,7,3,6,6,6
196,3,2,2,2,1,4,5,1,3,2,2,4,5,3,4,4,5,5,5,5,5,5,4,4,2,4,2,4,2,2,5,4,4,4,3,3,1,5,5,2,4,5,5,1,1,1,2,4,1,1,3,5,3,3,2,3,4,4,4,6,6,5,2,6,2,6,5,1,7,6,7,7,7,3,4,5,4
197,3,2,2,3,3,4,3,2,2,4,1,1,1,2,4,3,4,4,5,5,3,4,5,4,2,5,2,4,4,4,3,3,3,3,4,2,3,3,3,2,4,5,4,2,1,3,2,5,1,1,4,5,4,3,4,5,4,4,3,6,6,6,2,6,2,7,1,2,6,2,6,7,7,5,6,3,3
198,1,1,1,3,3,2,4,1,4,2,1,4,5,5,3,5,4,4,5,3,4,4,5,5,5,5,3,4,2,2,3,5,3,5,5,5,5,5,5,4,5,5,3,1,1,1,3,5,2,1,2,5,5,5,5,3,5,5,5,5,7,2,2,6,3,7,3,2,6,3,7,3,3,5,3,7,7
199,2,4,2,3,4,2,2,2,2,4,4,5,5,4,3,4,5,5,4,2,5,4,5,5,2,4,2,2,3,1,3,2,3,2,4,4,4,4,4,4,5,3,4,1,2,3,2,5,2,2,1,4,3,3,4,4,5,5,5,4,7,3,5,3,3,5,5,5,3,3,3,3,2,4,6,7,7
200,2,2,3,4,4,5,5,5,4,4,4,4,4,5,3,4,5,5,5,2,3,5,5,1,5,5,4,4,2,3,4,4,4,4,3,2,4,5,3,3,5,5,5,5,1,1,1,3,1,1,1,5,4,4,5,5,5,5,5,3,5,2,3,2,6,7,1,4,4,6,7,6,6,6,6,7,7
201,3,3,2,3,4,3,4,1,2,4,1,3,1,2,1,3,4,5,5,5,4,5,5,4,4,5,2,2,2,2,3,3,3,2,4,4,3,5,5,3,5,5,5,2,1,1,3,4,1,2,2,4,5,3,5,4,5,5,4,6,3,6,2,7,2,5,5,1,7,2,7,3,5,6,6,6,6
202,3,3,3,2,1,4,4,2,2,4,3,4,4,3,2,3,4,5,5,5,5,4,5,5,5,5,4,4,2,2,4,4,4,4,3,3,3,3,4,4,4,4,4,1,1,2,2,4,1,3,1,5,5,3,4,4,4,4,4,5,7,2,6,5,3,7,2,2,6,6,6,5,6,6,5,5,5
203,5,5,3,5,4,5,5,5,2,4,5,5,5,5,4,5,3,4,1,1,1,2,4,4,1,4,5,5,5,5,5,5,5,4,2,3,3,3,2,3,2,2,2,1,1,1,1,2,1,1,1,2,1,2,2,3,2,4,3,3,7,6,6,2,6,6,2,5,3,4,4,1,1,1,1,5,5
