"brt_1","brt_2","brt_3","brt_4","pps_1","pps_2","pps_3","pps_4","pps_5","pps_6","ppa_7","ppa_8","ppa_9","ppa_10","ppa_11","ppa_12","ppr_13","ppr_14","ppr_15","ppr_16","ppr_17","ppr_18","sec_1","sec_2","sec_3","sec_4","wlb_1","wlb_2","wlb_3","wlb_4","wld_1","wld_2","wld_3","wld_4","scs_1","scs_2","scs_3","scc_1","scc_2","scc_3","opp_1","opp_2","opp_3","qrp_1","qrp_2","qrp_3","qrp_4","qrp_5","qrp_6","qrp_7","qrp_8","inf_1","inf_2","inf_3","inf_4","inf_5","inf_6","mng_1","mng_2","rla_1","rla_2","rla_3","rla_4","rla_5","rla_6","rlc_1","rlc_2","rlc_3","rlc_4","rlc_5","rlc_6","pay_1","pay_2","tol_1","tol_2","gnl_1","gnl_2","gender_num","title_num","discipline_num","last_published_num","academia_length_num","phd_dissertation_num",".imp",".id"
3,2,3,2,3,4,5,3,4,3,1,3,3,3,3,2,5,5,5,4,3,4,5,5,5,5,4,5,5,5,4,3,3,4,5,3,2,3,4,3,5,5,5,3,1,1,2,3,1,1,1,5,4,5,5,5,5,5,4,4,2,4,3,4,4,5,4,6,5,5,2,2,4,3,6,7,5,2,4,0,1,4,0,1,77
3,4,4,2,4,3,4,3,4,4,4,5,5,5,4,5,3,3,4,4,3,3,3,2,2,3,2,3,2,2,4,4,4,4,3,2,3,3,5,3,4,4,5,2,1,3,2,4,1,2,3,4,4,3,4,4,4,3,3,5,6,6,6,4,5,6,6,7,7,6,4,6,6,6,6,3,3,2,2,0,2,3,0,1,78
2,2,2,3,1,5,3,2,1,4,4,5,5,2,1,5,5,5,5,5,5,4,5,5,5,5,1,2,1,2,2,3,4,4,5,5,5,3,2,2,5,5,5,1,1,1,1,1,1,1,1,3,5,5,5,5,5,5,5,2,1,1,1,1,1,1,4,2,6,4,2,2,2,1,1,7,7,1,1,1,1,2,2,1,79
3,1,1,3,1,3,4,1,2,5,1,4,4,3,4,4,2,4,4,5,5,2,5,4,2,4,5,4,4,5,5,2,5,4,3,3,2,3,3,2,5,3,3,1,1,3,2,5,1,1,2,3,3,2,3,2,3,4,3,3,5,5,3,3,3,7,5,5,5,5,5,5,5,1,3,2,2,1,4,1,1,4,0,1,80
2,2,2,2,4,4,3,4,3,2,4,4,4,4,5,4,4,4,2,2,4,3,3,4,2,3,3,4,3,4,5,3,3,3,4,3,3,3,4,4,2,4,3,3,1,4,4,4,3,3,3,4,2,2,2,2,2,2,2,4,2,5,2,5,5,5,2,6,3,3,4,3,4,5,5,4,4,1,1,1,2,2,1,1,81
2,2,2,3,2,3,2,2,2,4,3,4,2,2,2,2,4,5,5,2,4,3,1,1,1,1,1,1,4,1,2,3,3,2,5,2,2,4,5,4,5,5,5,1,3,2,2,5,1,5,2,4,3,1,4,3,4,4,3,2,2,2,3,2,1,4,2,5,1,4,2,4,3,7,7,4,4,2,1,1,1,3,2,1,82
3,2,2,2,2,2,4,2,2,2,4,4,4,5,3,4,4,5,5,4,5,4,3,3,2,2,1,2,1,1,4,4,3,3,5,5,4,5,4,3,4,4,4,1,1,1,1,3,1,1,3,4,4,4,4,5,5,3,4,2,2,2,3,2,2,4,5,6,5,6,2,6,6,6,6,6,4,2,2,0,1,3,0,1,83
2,2,1,3,2,2,2,2,2,4,2,3,4,3,3,4,4,4,3,4,5,4,4,3,2,4,3,4,4,2,2,4,2,3,3,3,2,4,4,2,3,4,3,1,2,2,2,4,2,3,2,3,3,3,3,4,4,3,3,2,2,2,4,2,2,2,2,5,3,2,2,4,5,5,5,4,4,2,2,0,1,3,0,1,84
3,2,2,3,2,2,2,2,2,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,1,4,2,2,3,3,2,2,5,5,4,5,5,4,5,5,5,1,1,1,2,3,1,2,2,4,4,3,3,4,4,4,4,2,2,2,2,1,1,3,2,3,6,1,1,6,6,6,6,6,6,2,1,1,1,2,1,1,85
3,1,2,2,4,4,4,2,2,4,3,4,4,3,3,2,3,3,4,3,2,4,5,5,3,4,2,2,3,2,4,3,3,2,3,4,3,4,4,3,4,4,4,3,1,3,2,3,2,3,2,5,5,4,4,3,4,4,5,2,3,4,3,2,2,5,2,6,3,3,2,6,6,4,4,3,3,1,4,1,1,4,0,1,86
4,3,1,3,2,4,3,4,2,4,4,4,4,4,4,4,4,4,5,3,4,4,5,5,5,5,4,4,4,4,3,4,3,2,3,4,2,4,4,4,4,4,4,2,2,2,4,4,2,1,3,4,5,3,4,4,4,4,4,1,2,1,4,1,1,2,3,2,6,2,1,6,6,2,4,4,4,2,4,0,1,4,0,1,87
3,2,2,4,1,1,4,1,1,1,1,4,5,2,2,2,2,4,5,5,5,4,2,3,2,2,3,2,4,2,3,3,3,4,4,4,3,4,4,4,3,4,3,1,1,1,1,1,2,2,1,5,5,5,5,4,5,5,5,2,2,6,3,4,5,4,3,6,3,4,4,5,5,1,2,3,2,1,3,1,1,3,0,1,88
4,3,3,3,2,5,4,2,5,4,2,4,4,4,2,5,3,4,2,3,4,4,3,3,2,4,5,4,5,5,5,4,3,3,5,4,5,3,4,4,4,5,4,5,3,1,2,2,1,3,1,3,3,1,1,2,3,4,4,6,4,7,6,5,5,4,3,6,2,2,1,3,4,4,7,6,6,2,1,1,1,2,3,1,89
2,2,1,2,2,3,4,2,2,3,3,4,3,4,2,3,4,5,4,4,5,4,5,5,5,5,1,2,2,2,4,2,2,3,5,5,5,4,4,4,3,4,3,2,1,2,3,4,2,2,2,4,4,2,4,4,4,5,5,2,2,2,2,2,2,5,6,6,6,6,3,6,6,5,5,5,5,2,4,0,1,3,0,1,90
2,2,2,2,2,2,4,2,3,2,2,2,3,3,4,3,4,4,4,4,4,4,5,4,5,5,2,2,2,2,3,2,3,2,3,3,3,4,4,4,3,4,3,1,1,1,1,1,1,1,1,4,4,3,4,3,4,5,5,2,3,2,3,2,2,5,3,5,6,3,2,3,3,6,6,6,6,2,2,0,1,2,0,1,91
3,2,2,3,2,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,2,3,5,5,5,5,4,4,2,4,3,3,2,2,3,4,1,4,3,1,4,4,4,1,1,2,4,4,1,2,1,4,5,4,4,4,5,4,3,2,2,2,4,2,2,2,2,3,2,2,2,5,5,6,6,5,4,1,4,1,2,4,0,1,92
3,3,3,4,4,5,5,5,4,4,4,4,3,4,3,3,3,3,4,2,2,3,4,4,3,4,4,4,4,4,4,5,5,4,1,1,1,2,2,2,2,3,2,3,2,2,2,4,2,3,3,3,4,2,3,2,3,3,3,4,5,5,5,4,3,5,5,6,6,5,4,5,2,2,2,2,1,2,4,0,1,4,0,1,93
5,5,3,3,4,5,5,5,4,4,5,5,5,5,2,5,3,3,4,1,4,4,3,3,2,2,3,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,1,4,3,2,3,2,4,2,2,6,5,5,4,3,2,5,5,6,5,4,2,1,1,5,5,1,1,2,3,0,1,4,0,1,94
1,2,2,2,1,1,2,1,2,1,2,3,3,1,3,1,4,4,5,5,5,5,5,5,4,5,2,2,2,2,2,2,2,2,4,3,2,3,3,3,5,4,4,1,1,1,2,2,1,1,1,3,4,3,4,4,5,4,4,3,2,2,3,2,2,5,5,6,5,3,4,7,7,5,6,6,7,1,5,1,1,4,0,1,95
3,2,3,2,2,4,3,2,2,3,4,4,4,4,3,4,3,2,5,3,4,4,4,4,3,4,2,2,2,2,5,3,3,3,4,4,2,4,4,3,3,4,3,2,2,4,2,5,1,2,4,4,3,3,3,4,4,4,4,3,3,5,3,3,3,6,6,6,6,5,5,5,5,3,3,5,5,2,4,0,2,4,0,1,96
2,3,2,4,1,1,4,1,4,2,1,1,1,2,1,5,5,5,4,5,5,5,1,1,1,1,1,1,1,1,2,3,4,2,5,5,5,5,5,5,3,5,4,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,2,2,2,1,6,1,6,1,7,2,1,1,1,1,5,3,3,2,2,1,1,2,0,1,97
3,3,2,3,1,2,3,2,3,3,4,3,3,3,2,3,3,4,5,4,3,4,4,4,3,4,3,4,2,3,3,2,3,3,3,3,3,3,3,3,4,4,3,4,3,3,4,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,1,4,5,2,5,1,1,4,0,1,98
4,4,2,2,3,2,4,4,2,5,5,5,5,5,3,5,3,4,4,4,3,3,4,4,3,4,3,3,4,4,4,4,3,4,1,1,2,4,4,4,3,4,3,1,1,1,3,2,1,3,2,2,2,3,2,3,3,2,1,6,6,7,4,5,4,7,6,6,4,2,5,1,1,2,6,4,4,2,0,1,1,4,0,1,99
2,2,2,2,2,2,2,2,2,5,3,3,3,4,2,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,2,2,2,2,5,5,3,5,5,3,5,5,5,1,1,5,3,4,1,3,3,2,5,4,2,3,4,5,5,3,2,3,2,2,2,3,6,3,6,2,2,3,3,4,4,5,5,2,3,0,2,3,0,1,100
3,3,2,2,2,4,5,2,3,2,2,2,3,3,2,5,3,4,3,3,4,3,4,4,4,4,2,2,3,3,4,4,4,4,4,4,2,4,4,3,4,4,4,1,1,2,2,2,1,2,2,4,3,3,4,4,4,4,4,3,6,5,5,4,4,4,6,6,5,5,2,7,7,3,4,5,5,1,5,0,1,4,0,1,101
2,2,1,2,1,1,1,1,2,2,1,3,4,4,2,5,5,5,5,5,5,5,3,3,2,3,2,2,2,2,2,1,2,2,5,5,3,4,5,3,4,4,4,1,1,1,1,4,1,1,1,4,4,4,4,5,5,3,3,1,2,2,2,1,1,1,1,1,2,1,1,5,5,6,6,6,6,1,1,1,2,2,1,1,102
4,4,2,2,1,2,4,2,1,4,2,5,3,3,2,4,1,2,5,5,5,4,5,5,5,5,4,4,4,4,5,4,3,3,2,1,1,2,2,2,5,5,5,1,1,1,1,1,1,1,1,5,5,4,5,4,5,4,4,2,2,1,2,1,1,1,3,5,7,5,1,6,6,6,5,6,6,2,4,0,1,4,0,1,103
2,1,3,2,2,4,4,2,2,2,2,3,4,3,2,5,4,4,4,4,4,2,5,5,4,5,2,3,2,2,4,4,4,3,5,4,2,4,3,2,4,5,4,2,2,2,3,2,1,1,2,4,4,4,4,4,5,4,4,3,2,2,2,2,2,2,6,6,6,5,2,6,6,6,5,7,6,1,5,0,1,4,0,1,104
4,4,2,3,4,5,5,5,4,2,5,5,5,5,2,5,2,4,2,1,2,1,3,3,2,4,4,4,4,4,4,5,5,4,2,3,4,3,4,2,4,5,4,1,1,2,2,2,1,3,2,3,2,2,3,3,4,3,2,6,3,5,2,5,5,3,6,7,7,7,5,4,3,2,4,2,2,1,4,0,1,4,0,1,105
2,2,1,2,2,4,1,3,2,4,3,4,4,4,2,3,5,4,5,3,4,4,4,4,2,4,1,2,2,2,3,2,2,2,1,1,1,3,3,2,4,4,3,2,1,3,3,2,2,4,4,4,5,4,5,5,4,4,3,7,6,5,6,5,5,2,1,5,3,4,1,5,6,2,4,5,5,1,5,0,2,4,0,1,106
3,3,2,3,1,1,1,1,2,1,3,5,5,4,4,5,4,5,5,5,4,5,5,5,5,5,2,2,2,2,3,2,3,2,5,5,3,5,5,4,4,4,4,1,1,1,1,2,1,1,1,4,5,4,5,5,4,3,4,2,4,6,2,3,2,5,2,7,5,4,4,5,5,6,6,5,5,1,4,1,1,4,0,1,107
4,4,3,4,4,4,3,4,2,4,4,3,3,2,3,4,4,4,5,4,4,4,1,1,1,2,5,5,5,5,3,3,4,3,2,2,2,3,4,3,5,5,4,5,2,2,4,4,3,2,1,4,3,3,4,3,4,3,3,3,2,2,4,2,2,5,2,2,2,2,2,2,1,3,4,3,3,1,1,0,1,2,0,1,108
3,3,2,2,2,2,2,1,2,2,4,4,4,4,2,3,4,4,5,5,4,4,5,5,5,5,2,4,3,2,3,4,4,4,5,5,4,5,5,3,4,5,4,1,1,1,2,2,1,1,1,4,4,4,4,4,4,4,4,2,2,2,2,2,1,5,5,6,6,4,2,7,7,6,6,5,5,2,5,0,1,4,0,1,109
5,4,3,3,3,5,5,3,5,5,5,5,5,5,4,5,3,4,3,2,3,5,3,3,2,3,5,5,5,5,5,4,4,4,2,2,2,5,5,5,4,5,4,2,2,2,4,4,1,1,1,2,1,2,3,3,4,3,3,7,2,4,4,3,3,6,6,7,4,5,7,1,1,1,2,4,3,2,3,1,1,3,0,1,110
4,3,3,4,3,3,4,3,3,4,3,3,4,4,3,4,3,4,5,4,4,3,4,4,4,5,4,5,4,4,4,4,3,3,4,2,2,3,4,3,3,4,3,2,1,1,4,4,2,2,3,3,4,3,4,4,5,3,3,2,2,2,2,2,1,5,6,6,5,3,2,6,6,5,5,4,4,1,5,0,1,4,0,1,111
3,3,2,4,4,5,5,4,4,4,5,5,5,5,3,5,4,3,5,4,1,3,5,5,2,4,1,2,2,2,4,1,5,5,4,3,2,4,4,2,4,4,4,1,1,1,1,4,1,1,1,4,3,2,4,2,4,4,4,5,5,5,5,5,4,7,7,6,7,6,4,6,6,2,2,6,6,1,5,1,1,4,0,1,112
4,3,2,3,1,4,5,3,4,3,1,4,4,5,3,4,3,4,5,3,3,3,5,5,5,5,4,4,4,4,5,3,5,4,5,5,3,4,5,3,4,4,4,1,1,2,1,2,1,1,1,4,4,3,4,4,4,4,4,2,3,3,4,2,1,4,4,5,5,5,1,7,7,5,6,6,5,2,5,0,1,4,0,1,113
4,3,2,4,4,4,2,2,2,4,3,4,4,4,2,4,3,4,3,3,3,3,4,3,1,3,3,4,3,3,3,4,3,1,2,3,2,3,4,3,5,5,5,1,1,3,2,4,3,2,2,4,4,3,4,4,4,4,3,6,6,6,4,5,5,4,5,5,4,5,3,2,2,2,4,3,3,2,1,0,1,2,1,1,114
5,4,2,4,5,4,3,4,4,5,4,2,3,5,2,5,4,5,2,4,1,3,1,1,1,1,5,5,4,5,3,3,4,3,2,3,3,4,4,3,4,4,4,2,1,2,2,4,1,1,3,2,1,2,4,4,4,4,4,2,2,2,3,2,2,6,2,3,4,6,7,2,2,2,5,4,4,4,1,0,2,3,3,1,115
2,3,2,2,1,4,1,2,4,2,2,5,4,4,2,4,5,5,4,5,5,4,2,2,1,2,1,1,1,1,2,4,2,2,5,5,4,5,5,3,4,4,4,2,2,4,4,5,2,2,4,4,5,3,4,5,5,4,4,1,3,3,3,1,1,3,3,5,3,3,2,6,6,5,7,7,6,2,4,1,1,4,0,1,116
3,3,1,3,2,1,4,1,2,1,4,2,5,5,1,5,4,4,4,4,5,2,5,2,1,2,1,1,4,1,2,4,2,3,5,5,4,5,5,4,5,5,4,1,1,4,2,5,1,3,2,5,4,5,5,5,5,3,3,2,2,2,2,1,1,5,5,6,5,3,1,4,4,3,6,3,3,1,2,1,1,3,0,1,117
3,3,2,3,3,4,4,2,4,4,3,4,3,3,4,3,4,4,4,3,4,4,4,3,3,4,4,4,4,4,4,3,3,4,2,2,2,2,3,3,4,4,4,3,1,2,4,3,2,2,1,4,4,2,4,3,4,4,3,3,4,5,5,4,4,6,4,6,5,6,4,4,5,6,5,6,6,2,5,1,1,4,0,1,118
4,3,2,1,4,5,3,2,3,3,2,3,2,3,2,1,2,3,2,4,1,4,4,3,2,4,2,4,3,3,3,2,3,3,3,3,3,4,3,3,4,4,3,3,4,3,3,3,2,2,3,4,3,4,4,4,2,3,4,3,4,6,3,4,3,5,5,6,2,4,2,2,2,1,1,3,2,1,4,0,4,3,0,1,119
3,3,1,4,4,4,4,4,4,4,2,4,4,5,4,5,5,4,2,2,3,2,3,1,1,2,4,4,4,4,5,5,5,5,3,3,2,4,4,2,5,4,3,1,1,2,3,4,2,3,4,3,2,4,4,2,5,4,3,6,7,7,7,7,7,5,1,5,6,6,2,7,7,3,5,3,2,2,2,0,2,3,0,1,120
2,3,1,2,2,1,2,2,2,1,2,3,3,4,3,4,5,5,4,3,4,4,4,4,4,4,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,2,1,3,4,3,2,3,3,4,4,3,4,5,4,3,3,3,3,3,3,3,3,3,3,5,4,4,4,5,5,5,6,3,3,2,1,1,1,2,1,1,121
2,2,2,3,4,4,5,2,3,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,2,3,3,4,4,5,4,4,4,4,4,4,4,1,1,1,1,4,1,1,4,4,4,3,3,3,4,4,4,3,3,5,3,3,3,5,3,5,3,3,3,3,3,2,5,6,5,2,1,0,1,2,2,1,122
3,2,1,2,4,2,3,2,2,1,4,4,5,4,2,5,5,5,4,5,5,5,5,5,5,5,1,1,1,1,2,3,2,2,3,2,1,4,3,3,5,5,4,1,1,2,1,4,1,1,1,5,4,3,5,5,5,4,5,2,2,2,2,2,1,1,6,6,2,2,1,5,5,5,6,6,5,1,2,1,1,4,0,1,123
3,3,3,2,3,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,3,4,5,5,5,5,3,4,3,3,2,2,2,2,4,4,2,3,3,2,4,4,4,2,1,1,2,1,1,1,1,4,4,3,4,4,4,4,4,3,2,6,3,2,2,5,2,5,2,2,2,6,6,2,2,5,4,1,5,1,1,4,0,1,124
3,3,3,3,4,5,4,3,3,4,4,4,3,4,2,4,3,3,4,4,3,4,4,4,2,4,3,4,4,4,5,4,4,3,3,3,3,3,3,2,5,3,4,3,2,2,4,4,1,2,4,4,4,3,4,4,4,4,3,2,3,3,2,2,6,5,3,7,6,6,3,6,6,6,3,3,4,2,3,1,1,4,0,1,125
1,1,1,1,1,2,2,1,1,1,2,3,3,2,4,3,5,5,5,4,3,5,5,5,5,5,1,1,1,1,2,2,2,2,5,5,3,5,5,3,4,5,4,1,1,1,1,3,1,1,1,5,4,5,5,4,5,5,5,1,1,1,2,1,1,1,1,2,2,2,1,6,6,6,6,7,7,2,5,0,1,4,0,1,126
3,1,1,1,1,1,2,2,1,2,3,4,4,2,2,4,5,5,5,5,5,5,5,5,5,5,3,2,3,3,3,2,2,2,5,2,2,3,5,3,5,5,5,1,1,1,1,1,1,1,1,5,5,4,4,4,5,5,5,1,1,1,1,1,1,4,3,7,6,5,1,6,6,2,3,6,5,1,4,0,1,4,0,1,127
3,2,2,2,1,2,1,1,1,3,3,5,4,5,2,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,3,2,2,2,5,5,2,5,4,2,5,5,5,1,1,1,2,3,1,2,2,5,5,4,5,5,5,4,4,2,2,2,2,2,2,6,2,5,5,7,1,6,6,4,6,6,6,1,5,0,2,4,0,1,128
2,1,2,2,3,1,5,3,4,1,4,4,5,4,3,5,3,4,4,3,5,2,3,3,3,4,2,1,2,2,2,4,4,3,3,3,2,4,4,3,4,4,4,1,1,1,4,3,1,1,1,3,4,3,3,3,4,4,4,5,2,5,4,2,2,2,5,6,5,6,3,5,5,4,4,5,5,1,0,0,1,3,0,1,129
3,3,4,4,3,4,2,2,4,4,4,4,3,4,3,4,3,4,4,4,4,2,5,4,2,5,5,4,5,5,2,2,2,3,4,3,3,3,4,4,4,4,4,5,2,4,4,2,4,4,4,5,5,4,5,5,5,5,5,2,5,6,3,1,2,5,6,7,5,5,1,5,5,3,3,5,5,2,3,0,1,3,0,1,130
2,2,2,2,2,2,2,2,2,2,2,3,4,3,2,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,4,3,3,4,4,2,3,4,3,1,1,1,1,2,2,1,1,4,4,3,4,4,4,4,4,2,2,2,2,1,1,2,2,2,2,2,1,6,6,4,4,4,4,2,4,1,1,4,0,1,131
1,1,2,2,2,5,5,2,4,1,1,1,1,5,1,5,5,5,5,5,5,4,3,3,2,2,5,5,4,5,5,5,5,5,5,5,2,5,5,5,4,5,5,1,1,1,1,1,1,1,1,4,4,3,5,5,5,4,4,2,5,5,5,6,6,2,1,7,6,5,1,1,2,1,7,5,5,2,3,0,1,3,0,1,132
4,2,3,3,2,4,4,3,2,2,3,5,5,5,4,5,4,4,4,3,3,3,4,4,2,4,2,4,4,4,4,4,4,3,5,5,4,4,5,5,4,4,5,1,1,1,1,1,1,1,2,4,3,3,4,4,4,4,4,5,5,5,5,3,3,2,5,4,4,4,3,5,5,5,5,6,6,1,1,0,1,2,2,1,133
4,3,3,4,2,2,4,3,2,4,5,5,4,5,3,5,3,5,5,4,5,4,5,4,2,5,2,2,2,2,4,3,4,4,5,5,3,5,5,4,4,5,5,1,1,1,2,2,1,2,1,5,5,4,5,3,5,3,3,7,2,5,5,1,1,2,5,7,6,4,1,7,7,1,5,5,5,2,3,1,2,3,0,1,134
3,1,2,2,2,5,5,1,1,3,3,4,4,5,2,5,4,4,5,4,5,4,5,5,5,5,3,4,3,3,4,4,4,5,3,3,2,4,4,4,5,5,5,1,1,1,3,3,1,1,1,5,5,3,5,3,5,5,5,7,7,7,5,6,5,7,4,6,4,4,2,7,7,2,2,5,5,1,5,1,1,4,0,1,135
2,1,2,1,2,1,4,1,2,2,1,4,3,5,3,5,4,5,4,5,5,5,3,3,2,3,2,2,2,2,3,1,2,2,5,5,4,5,5,4,5,5,5,1,1,3,3,2,1,2,3,5,5,4,5,5,5,5,5,3,2,2,1,2,2,3,2,2,2,2,1,2,2,2,4,5,5,1,2,1,1,4,0,1,136
2,2,2,3,3,2,2,2,1,2,1,1,2,2,2,2,4,5,5,4,4,5,5,5,5,5,1,2,1,2,2,2,3,2,5,5,5,5,5,4,5,5,5,1,1,2,1,1,1,2,2,5,4,3,4,4,5,4,4,3,3,2,3,1,1,2,6,5,6,4,1,6,6,6,6,6,4,1,2,0,1,2,0,1,137
2,2,1,1,2,2,2,2,2,3,2,5,5,5,5,4,5,5,5,4,4,5,5,4,3,5,2,1,1,1,4,4,4,4,4,4,2,5,5,5,5,5,5,2,1,3,3,3,1,3,1,5,3,3,5,5,5,5,5,2,2,3,2,1,1,5,5,5,5,5,4,4,4,5,6,6,6,1,4,0,2,4,0,1,138
3,2,2,2,2,2,4,2,2,2,2,4,3,2,2,2,3,4,4,4,5,5,5,5,5,5,4,4,4,4,3,3,2,2,5,5,5,3,3,2,5,5,5,1,1,1,1,2,1,1,1,5,4,3,4,4,5,4,4,1,1,1,2,1,1,5,5,7,6,3,1,3,3,6,6,6,5,2,4,1,1,4,0,1,139
3,2,3,3,2,3,2,3,3,2,2,3,3,3,3,5,4,4,4,4,1,3,5,5,4,5,1,1,1,5,2,3,2,2,2,2,2,4,4,4,4,4,4,4,1,1,1,4,1,1,4,4,2,4,4,4,4,3,3,2,2,2,2,2,2,4,4,2,4,6,2,5,6,5,3,3,3,2,5,1,2,2,0,1,140
3,2,1,3,1,5,4,1,4,4,1,3,1,1,2,1,5,5,5,5,5,5,5,5,2,5,3,4,4,4,5,4,4,4,5,4,4,4,4,4,5,5,5,5,2,2,2,3,2,2,2,5,5,3,4,5,5,5,5,3,6,6,6,5,3,6,6,6,6,6,1,6,6,7,7,7,7,2,4,0,2,4,0,1,141
2,2,2,3,1,4,1,3,1,1,3,4,4,3,4,5,5,5,5,5,5,3,5,5,5,5,1,1,1,1,3,1,2,1,4,4,4,4,4,4,5,5,5,5,1,2,1,2,3,2,2,4,4,4,4,5,4,4,3,2,4,4,5,1,1,6,5,7,7,5,3,3,3,4,7,5,5,2,1,0,1,2,0,1,142
4,4,3,4,4,5,5,3,3,4,3,4,3,4,3,4,4,5,5,5,5,4,5,5,5,5,4,4,5,5,5,4,5,4,2,2,3,4,4,4,5,5,5,1,1,1,2,4,1,2,2,5,5,2,4,3,5,3,4,5,3,4,4,5,5,6,4,7,5,4,4,5,5,3,3,6,6,2,5,1,2,4,0,1,143
3,2,2,1,1,3,5,2,3,2,3,4,3,3,3,4,5,5,5,5,5,5,5,5,5,5,3,5,4,4,4,5,5,4,5,3,3,3,4,5,3,5,4,2,1,2,2,4,1,1,1,5,5,3,5,4,5,5,5,1,1,1,2,1,1,6,6,7,6,1,1,6,7,3,6,6,6,2,3,1,1,4,0,1,144
1,1,1,3,3,2,4,1,4,2,1,4,5,5,3,5,4,4,5,3,4,4,5,5,5,5,3,4,2,2,3,5,3,5,5,5,5,5,5,4,5,5,3,1,1,1,3,5,2,1,2,5,5,5,5,3,5,5,5,3,2,2,3,2,2,7,6,7,5,3,1,3,3,5,3,7,7,2,4,1,1,4,0,1,145
2,4,2,3,4,2,2,2,2,4,4,5,5,4,3,4,5,5,4,2,5,4,5,5,2,4,2,2,3,1,3,2,3,2,4,4,4,4,4,4,5,3,4,1,2,3,2,5,2,2,1,4,3,3,4,4,5,5,5,4,5,5,3,5,5,7,5,5,3,3,5,3,2,4,6,7,7,1,0,1,1,4,0,1,146
3,3,2,3,4,3,4,1,2,4,1,3,1,2,1,3,4,5,5,5,4,5,5,4,4,5,2,2,2,2,3,3,3,2,4,4,3,5,5,3,5,5,5,2,1,1,3,4,1,2,2,4,5,3,5,4,5,5,4,2,2,1,2,1,1,3,2,5,3,2,1,3,5,6,6,6,6,2,3,1,1,4,0,1,147
3,3,3,2,1,4,4,2,2,4,3,4,4,3,2,3,4,5,5,5,5,4,5,5,5,5,4,4,2,2,4,4,4,4,3,3,3,3,4,4,4,4,4,1,1,2,2,4,1,3,1,5,5,3,4,4,4,4,4,3,6,3,3,2,2,7,6,7,6,6,2,5,6,6,5,5,5,2,4,1,1,4,0,1,148
5,5,3,5,4,5,5,5,2,4,5,5,5,5,4,5,3,4,1,1,1,2,4,4,1,4,5,5,5,5,5,5,5,4,2,3,3,3,2,3,2,2,2,1,1,1,1,2,1,1,1,2,1,2,2,3,2,4,3,5,6,6,6,5,5,7,2,6,6,4,4,1,1,1,1,5,5,2,2,0,1,3,0,1,149
4,4,3,5,3,5,3,4,2,5,3,4,4,5,5,5,4,4,4,4,3,4,4,2,2,3,3,4,4,4,3,2,4,4,2,2,3,4,3,2,4,5,3,1,1,1,2,4,1,4,3,3,3,3,4,2,4,4,4,2,2,2,3,3,3,2,5,3,3,3,3,3,3,5,5,5,5,1,3,0,1,4,0,1,150
3,3,4,3,2,2,4,3,3,2,4,4,4,4,5,4,2,3,4,3,3,4,5,4,4,5,2,3,3,3,3,4,4,4,2,2,1,3,3,3,4,3,3,3,1,1,2,3,1,2,2,4,3,3,4,4,4,4,4,3,3,3,5,3,3,5,4,6,5,4,3,5,5,6,5,5,5,2,4,0,1,4,0,1,151
3,3,2,3,3,2,4,2,5,4,4,4,4,4,2,5,3,4,3,2,3,2,2,2,2,4,2,2,3,3,3,3,3,2,5,5,3,4,5,3,4,5,4,2,2,2,1,4,1,1,2,4,4,4,5,4,5,4,4,2,2,3,2,2,2,5,2,5,3,3,3,3,3,6,7,5,5,2,2,1,2,3,0,1,152
4,4,2,4,4,4,5,4,5,4,5,5,4,4,3,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,5,4,4,4,3,3,3,3,2,2,3,2,1,1,2,1,4,1,2,1,4,3,2,4,3,4,3,3,2,2,2,2,2,2,6,6,6,6,6,2,6,6,6,6,5,5,3,3,1,1,4,0,1,153
3,3,2,2,2,1,3,2,4,5,5,5,5,5,3,4,3,4,4,5,4,4,5,4,2,2,2,2,4,3,3,3,2,2,4,4,4,3,4,4,3,4,4,1,1,1,1,1,1,1,1,4,4,3,4,2,5,3,3,5,2,5,5,3,3,5,2,5,2,3,2,1,2,2,2,3,3,1,3,1,1,4,0,1,154
2,1,2,3,4,5,4,1,2,2,3,4,4,3,2,4,5,4,5,5,5,4,5,5,1,5,2,2,2,2,4,1,3,3,5,4,4,3,3,1,4,5,5,1,1,1,4,2,1,1,2,5,4,3,5,5,5,4,4,2,1,2,2,1,1,7,5,6,6,6,3,6,6,5,6,3,3,2,5,0,1,4,0,1,155
